userName;score;at;content;label
Scftrnsh_;5;06/07/2023 23.29;Oke;positif
Mohamad Avid;5;06/07/2023 23.28;Hadirrrrrrrrr;positif
ShofiYatul Umah;4;06/07/2023 23.27;I can't make a picture post..if I make it it automatically exits itself please fix the bug asap;positif
Fl4DARK FF;5;06/07/2023 23.27;Sangat luar biasa😎;positif
Xiao Hao;4;06/07/2023 23.26;Next update tambahin fitur Dm, story. Selebihnya bagus.;positif
Tiara Widya;5;06/07/2023 23.26;untuk saat ini good, ditunggu fitur dm😅;positif
Rend Forger;5;06/07/2023 23.19;Eumm yes it's pretty good but this app sucks a lot of errors;positif
Athaya Elshanum;2;06/07/2023 23.17;Saya ingin medsos yg bersih dari akun medsos lain, eh ini malah harus dikaitin dengan instagram hadeh...;negatif
APRILIA NURLITA;5;06/07/2023 23.15;Bagus 👍👍👍👍👍aplikasinya😘😍;positif
deovann;4;06/07/2023 23.13;persaingannya cukup ketat antara elon dengan mark :v;positif
MR• Gerald;5;06/07/2023 23.12;Baguss bngt dah;positif
Okta Lareva;5;06/07/2023 23.10;Bagus juga aplikasi ini;positif
Sudiar Sudiar;5;06/07/2023 23.10;Akun Twitter disuspend, pindah ke Threads;positif
Fufu Ahmad;5;06/07/2023 23.08;Lama gak main Twitter.. Ini kayak nostalgia lagi.. Dan kayaknya lebih enak app ini;positif
Albaihaqi Albwh;5;06/07/2023 23.06;mutualan ig kuy @albaihaque;positif
Riswan;5;06/07/2023 23.06;Lebih baik dari tweeter yang susah login, aplikasi lumayan lancar,;positif
Wahyu _kito;5;06/07/2023 23.03;Gatau bagus apa engga ,baru mau download;positif
Arsa Wibisono;4;06/07/2023 23.01;Permisi,dengan segala hormat saya mengatakan ini.ngebug anying :v;positif
Althaf Rizqullah Suharto;3;06/07/2023 22.59;I am sorry why mine still bugs?;netral
Aisha Sadira Pratama;3;06/07/2023 22.58;Saya saja baru download semalam tiba tiba app nya logout sendiri tolong untuk diperbaiki ya;netral
darrell haidar;5;06/07/2023 22.56;Bagus.. sebagai pengganti twitter;positif
Sabila Endah;3;06/07/2023 22.56;adain fitur hps akun nya dong;netral
K.Âgúng .N;5;06/07/2023 22.56;🤝🏻;positif
Rafi Raditya;4;06/07/2023 22.54;Bagus sih, cuman masih ada bug ya, setiap saya mau upload dengan foto/video pasti akan selalu keluar secara paksa;positif
Faza Nisa;1;06/07/2023 22.53;Tolong ban yg post foto bugil gtuan, g nyaman;negatif
Terry _;5;06/07/2023 22.50;Puas namun kenapa Threads ini ada bug ya, mohon segera di fix;positif
M Azfairul Ikhzan;5;06/07/2023 22.49;Oke lh keren;positif
Tara Aurelia Maharani;4;06/07/2023 22.47;I think you can add a translate feature to make it easier for us to enjoy the apk.;positif
Ifan Okad;5;06/07/2023 22.46;Boleeee;positif
Syamsul Bahri Falah;5;06/07/2023 22.45;Bagus, tpi msh blum ngerti cara maennya;positif
Fauzan Alditya;5;06/07/2023 22.45;Pertamax;positif
Anggie Irfhan Refhiansyah (GIE);1;06/07/2023 22.44;banyak sekali bug;negatif
Gorgon Tunjang;1;06/07/2023 22.42;redundant frames;negatif
HUSEN ALGIFARI;5;06/07/2023 22.42;Kurang fitur translate nya;positif
Busrol Latif;5;06/07/2023 22.39;Talking about everything;positif
Yosi Elisa;5;06/07/2023 22.39;Piye 😆;positif
Riyan Yoga Sakti;4;06/07/2023 22.38;Tampilan sangat sederhana. Sayangnya timeline cuma ada 'for you' aja gak ada yang cuma akun yg kita following.;positif
MHSN011;5;06/07/2023 22.38;I am the second person to download this application and the first is the one who made this application;positif
Nasrudin;3;06/07/2023 22.36;saya bintang tiga dulu,dapat info app ini dari timeline di tiktok,katanya mau nyaingin twiter apa iya bisa 😁;netral
Dimas Raspati Dwinugraha;4;06/07/2023 22.36;Cukup bagus untuk saat ini tetapi saya harap di tambahkan fitur save postingan jadi pengguna dapat menyimpan postingan.;positif
Bapak Kembar;5;06/07/2023 22.33;Mark fomo;positif
Sora Dynysty;2;06/07/2023 22.32;Gak ada translater nya;negatif
Ikhsan ML;5;06/07/2023 22.31;Kerja bagus;positif
Murhadi;5;06/07/2023 22.31;Simpel;positif
Nur Alifah;5;06/07/2023 22.28;Bagus banget membuat orang ketagihan;positif
Aries Muhammd;3;06/07/2023 22.25;i need a translate button on threads right now;netral
Rofi;5;06/07/2023 22.25;Waduh Twitter ketar ketir;positif
sepit kyubi2;1;06/07/2023 22.24;Masih Bug, Ui saling tumpuk menumpuk;negatif
Dimas Adityo;5;06/07/2023 22.23;Bagus yang Seperti mirip Twitter;positif
Fazl Mawla;1;06/07/2023 22.23;error gabisa dipake jadinya baru login mau scroll udah kacau gtu si tolong diperbaiki lgi..;negatif
Ali yansyah;5;06/07/2023 22.21;replek bosku mantap😁👍👍;positif
Aldo Putra;5;06/07/2023 22.21;Apk ini sangat bagus,dan ringan,saya kasih bintang 5;positif
Aqmal Nurfadilah;5;06/07/2023 22.17;Keren mirip burung biru;positif
Ighoy_Rizqi 47;5;06/07/2023 22.17;Good apk;positif
Laily Amaliya;5;06/07/2023 22.16;terima kasih mark, disini saya bisa bebas mengekspresikan diri saya tanpa takut diketahui oleh beberapa orang disekitar saya;positif
Golono Haneut;4;06/07/2023 22.14;Coba cek 07-07-2023;positif
Mahdiah;5;06/07/2023 22.08;Kurangnya ngga bisa switch account. Semoga nanti ada ya ❤️;positif
Muhamad Rizal Saputra;5;06/07/2023 22.08;Apk yang baik👍;positif
fauzi gusman;5;06/07/2023 22.05;Good but please connection with instagram lite, whatsapp, facebook to shared my tread;positif
Ade Muhamad Solehudin;5;06/07/2023 22.04;Mau nyoba yang lagi viral;positif
Bagus Prakoso;5;06/07/2023 22.00;SESUAI EKSPETASI👍;positif
Fathir Adrian Muhammad;5;06/07/2023 21.58;Yuk bisa yuk kalahkan aplikasi t*i*te* yang beberapa fitur nya harus bayar , bayarnya mahal lagi awokawok;positif
Elang Aly;1;06/07/2023 21.53;Ngebug layar saya sangat buruk;negatif
Fasya F;4;06/07/2023 21.52;Maaf sya kasih bintang 4 menurut sya si apk ny udh bguss cman kurang ad ny translate ny aj cman itu doang si ke kurang an ny selebihnya udh bguss ko🙏🙏;positif
Yusri Kamal;5;06/07/2023 21.50;coba bisa tambahin lagu disetiap postingan biar jadi kayak di ig min seru;positif
Naila Risky;5;06/07/2023 21.45;sudah bagus tapi tolong untuk user andro biar bisa simpan foto🙏🙏;positif
Wong Pruwatan;5;06/07/2023 21.39;Mau cobain aplikasi baru dari meta.. Wong Pruwatan Channel;positif
Warastri Handayani;5;06/07/2023 21.39;Waw apa ni 👍;positif
Ryan Krnwn;5;06/07/2023 21.36;hmmm Bisaaa~;positif
Muhammad Rafliansyah;5;06/07/2023 21.34;Lebih bagus dari pada twitter;positif
Poetra Tunggal;5;06/07/2023 21.31;bisa bikin untuk versi untuk semua andro?;positif
Abdulloh salam;1;06/07/2023 21.30;suck;negatif
Rama Novembra;5;06/07/2023 21.29;Lumayan;positif
Faozan Bintang;4;06/07/2023 21.25;Tambahin fitur yang bisa ngeliat Threads yang kita ikuti doang;positif
Jiwa Akbar Widiyatno;5;06/07/2023 21.24;Good;positif
Fal Anims;5;06/07/2023 21.21;Mayan aman dari kiwora cape dari tdi ketemu kiwora mulu;positif
Haris Noval;2;06/07/2023 21.17;Crash + bug mulu tiap dipake;negatif
You Now;5;06/07/2023 20.54;Domo doang si gw;positif
Dabol Ancor;4;06/07/2023 20.53;Saingan tweet;positif
Beni Setiawan;1;06/07/2023 20.50;Visual ngeglitch anjir;negatif
atreuslio;5;06/07/2023 20.45;bagus bagus bagus;positif
Putra Brond;1;06/07/2023 20.44;Bug;negatif
Yanualdi Sanjaya;4;06/07/2023 20.43;aplikasi baru, masih ngebug glitch gitu jadi ga bisa liat apa apa;positif
Ryan Jauhari;1;06/07/2023 20.40;Sering menghapus konten Gue, giliran konten pelanggaran kebijakan tidak pernah dihapus!;negatif
Lutfi Roles;1;06/07/2023 20.40;Tulisannya jadi berantakan ( error);negatif
bayu pendit;5;06/07/2023 20.31;Latah aja dulu;positif
Muhammad Alif Alhafiz;5;06/07/2023 20.28;Bagus;positif
BAGUS ID;5;06/07/2023 20.26;kerenn;positif
Dava Sukma;5;06/07/2023 20.22;I LOVE IT❤❤❤;positif
Ilman Ali J.;5;06/07/2023 20.19;Hebat, perdana launching sudah bisa dipakai oleh seluruh pengguna. 🙏🏻😇;positif
Dikki Wahyudi;5;06/07/2023 20.17;mantap Bang Mark,jgn Lupa Pas Ultah Ucapin Ya;positif
Anjas Kurniawan18;5;06/07/2023 20.02;Okey;positif
Rico Hernando;5;06/07/2023 19.54;Asik juga bisa adu nasib xixixixi;positif
Tim S;5;06/07/2023 19.48;Saran, harus bisa edit postingan. Klo typo gk bsa perbaiki.;positif
Prabu Aditya;5;06/07/2023 19.43;Keren lur;positif
Gustafyan Iyan;3;06/07/2023 19.42;Mencoba app yg lg viral , semoga kedepannya ada fitur people nearby yach tanpa batasan usia dan jarak;netral
Scehan Bilqies Sabrina;3;06/07/2023 19.40;ngelag :(;netral
Yudha sakti;5;06/07/2023 19.35;MAKASIHHH BANGETTT YANG PEMBUAT APLIKASI INI , SUKAAA❤️❤️❤️❤️;positif
Muhamad Suryana;4;06/07/2023 19.30;Oke;positif
Lavare Allainnur;5;06/07/2023 19.28;Mantap;positif
ジダン;3;06/07/2023 19.28;incomplete features if used as an application for discussion, because there are no hashtags, how to discuss something but only from one point of view of a post. It's better to improve Facebook than to make this application, because the Facebook feature is very supportive to be used as a discussion application.;netral
Sayid Rahmad Bagus Satrio;5;06/07/2023 19.25;Keren;positif
MHD AIMAN;4;06/07/2023 19.24;Saran agar dapat login dengan akun email, supaya GK harus gabung Instagram dulu.;positif
SATU MATA;4;06/07/2023 19.24;Untuk mode gelap masih ada bug,selain itu aman aman aja;positif
Baim Pirmansyah;4;06/07/2023 19.19;Serius belum ada yg beri ulasan ? Gua coba² dlu dah;positif
Adzali Khadafi;5;06/07/2023 19.18;Keren 🔥;positif
Mat Hosim;5;06/07/2023 19.16;Lumayan lah.;positif
Agus Supriadi;5;06/07/2023 19.13;Baru myoba xixixi;positif
Ruben Panjaitan;5;06/07/2023 19.12;Semoga akun ini menjadi akun yg bermanfaat untuk banyak orang 🔥🔥;positif
Tasya Mey;1;06/07/2023 19.10;Please rearrange how to restore the thread badge link that is in the instragram profile;negatif
Diyu;5;06/07/2023 19.09;Bagus;positif
Kaffah Aja;2;06/07/2023 19.08;Threads gw kok error yaa;negatif
chika nyan;2;06/07/2023 19.08;autentikasi kenapa ? saya ga pake autentikasi di threads namun saya pake autentikasi si instagram .. mau nyocokin udah salah;negatif
Dedi Saputra;1;06/07/2023 19.07;Gak ada terjemahannya 😑;negatif
Noer Choliz;5;06/07/2023 19.05;Bagus buat buang gabut;positif
MUHAMAD RIZKI;3;06/07/2023 19.03;Coba dulu;netral
Maizar Azha;5;06/07/2023 19.00;Testimoni....;positif
Bhara Dela;1;06/07/2023 18.59;Tampilan setelah login kayak screenshoot'an numpuk;negatif
Mkarim Kakak;5;06/07/2023 18.56;Bobob;positif
SeNJa Official;5;06/07/2023 18.54;Amazing;positif
RanggaMiko (ArneddyHizply);5;06/07/2023 18.53;Nih apk gila sih penggantinya Twitter wkwkwkwk;positif
Good Nawaitu;3;06/07/2023 18.53;Masih sepi fitur.;netral
Nawati Fa'ir;5;06/07/2023 18.51;Bintangnya segitu dulu, nanti kalo ada perubahan signifikan tambah lagi.;positif
Azka Umam;5;06/07/2023 18.48;Good;positif
Rizwal R;5;06/07/2023 18.46;Hebat bang Mark;positif
Smiliz Things;4;06/07/2023 18.45;Seru kok lumayan;positif
Obed Togu;5;06/07/2023 18.43;eakkk;positif
Ahmad Arief;1;06/07/2023 18.43;bug;negatif
Nurul Azkia;5;06/07/2023 18.43;Maaf mau tanya kenapa di saya layarnya itu selalu ga bisa di kebawahin sama agak eror gitu kaya double gitu jadi kaya eror gitu;positif
Khalif Khairi;5;06/07/2023 18.42;gw lebih demen ui nya ni aplikasi dibanding sebelah, mumpung baru juga yekan;positif
Jonito de Sade;5;06/07/2023 18.40;heheheha;positif
Deny Pentem;3;06/07/2023 18.27;Coba dulu kalau bagus kasih 5;netral
Denish Albijar;5;06/07/2023 18.27;Manteplah pokonya;positif
Herryz;5;06/07/2023 18.22;So far it's good..;positif
Erfan Muchlisya Irawan;5;06/07/2023 18.22;haii, gimana? kita sukses kan? alhamdulillah.;positif
Dimas Choirul Rijal;5;06/07/2023 18.21;Threads Mulu apa si yg di cari;positif
Muh Fajrin;5;06/07/2023 18.13;bestlah;positif
Aura Vernandez;5;06/07/2023 18.13;Hahaha! Akhirnyaaaaa! Pesaing Twitter!Mampus Lo Elon Mending Yilong Ma;positif
Niko Sinaga;5;06/07/2023 18.13;Aplikasi yang sangat bagus;positif
Sandika Kurniawan;5;06/07/2023 18.12;tolong adakan fitur translate;positif
M.Yaqzhan K.H;5;06/07/2023 18.11;Keren;positif
Guess Who This Is ?;5;06/07/2023 18.09;Add Save Image, Load Image In Low Or High Quality, Data Saver, Well Like Twitter More or less;positif
Muhammad Fairuz;5;06/07/2023 18.08;Kapok di Twitter;positif
Iminz Official;4;06/07/2023 18.06;Kasih bintang 4 dulu lah belum ada trand soalnya;positif
Neil Author Jamal_26;1;06/07/2023 18.01;Nevermind🙂;negatif
iqbal;5;06/07/2023 17.58;2023🗿;positif
Irpan Nursalam;5;06/07/2023 17.53;Tolong hilangkan agar link tidak terbaca di postingan threads, biar gak di jadikan tempat jualan, give away atau promo youtube dan hal mengganggu lainya...;positif
Aldy Japan;5;06/07/2023 17.51;Keren Dan Bagus;positif
Johanes Titan;4;06/07/2023 17.51;mungkin kedepannya fitur² untuk mempermudah pengguna bisa ditambahkan seperti, pindah akun bisa hold tap saja, terus fitur hastag juga ditampilka dipencarian;positif
Muhamad Rizkiansyah;5;06/07/2023 17.49;Gw akuin keren sih, cuma spam di home isinya bukan orang2 yg kita follow jd nyampah bgt ga penting;positif
Ndraa;5;06/07/2023 17.49;Gw suka awa :D;positif
Makbul Erik;5;06/07/2023 17.48;not bad lah;positif
Rendy Nugraha;5;06/07/2023 17.46;Lumayan mirip sama twitter dan menurut saya, saya lebih suka ini ketimbang twitter. Semoga di masa mendatang akan ada lagi fitur bagus yg di kembangkan oleh meta untuk Threads. Karena aplikasi ini punya potensi besar untuk bersaing dengan sosial media yg lain;positif
Garena Indonesia;5;06/07/2023 17.44;wkwkw mantap mark;positif
Cupen Novi;4;06/07/2023 17.43;Ga tau kenapa d aku erorr padahal baru masuk;positif
Lifen Leon;2;06/07/2023 17.43;Theres a lot of bug/glitch. Hope y'all can fix it;negatif
Aly Mahdlor;1;06/07/2023 17.43;Bisa gak.. jangan nyangkutin sama ig. Gua pengen make tapi Gua gak punya ig. Itu aja si minusnya. Akhirnya gua hapus lagi.;negatif
aditya mandagie;3;06/07/2023 17.41;P !!;netral
MOo;1;06/07/2023 17.40;apa,an 😑;negatif
Yulinda Eliany;2;06/07/2023 17.40;Ini gunanya untuk apa sih;negatif
Adirya Tama;5;06/07/2023 17.39;muach banget;positif
Wnd Wnd;5;06/07/2023 17.38;Lumayan bagus saran sih tambahin terjemahan teks nya sama supaya bisa chatan;positif
Vegapunk;2;06/07/2023 17.37;Suck. No following tab, no chronological timeline, Twitter still better;negatif
Syarif Muhammad Marhazi Zamani;5;06/07/2023 17.37;Keren🔥🔥🔥;positif
mabrur ngulyana;2;06/07/2023 17.37;La kok ngebug;negatif
Video Bus;5;06/07/2023 17.33;Mahok;positif
Hans Peter;5;06/07/2023 17.32;keren kaya Twitter;positif
Demu R;5;06/07/2023 17.30;Keren keren nunggu fedivers launch;positif
wahyu 13;5;06/07/2023 17.30;APLIKASI INI (99%) MIRIP DENGAN APLIKASI YANG SRBELAH;positif
Abdul Hafid Nabil;5;06/07/2023 17.27;Tambahkan mode malam;positif
Ryan hakim;4;06/07/2023 17.26;Dicoba dlu nanti saya kasih bintang 5;positif
Llyyouu `r;5;06/07/2023 17.25;Tingkatan lagi kalau bisa jangan ke hubung sama Ig usernamenya, terusnya tampilannya jangan terlalu Twitter kasih kesan yang lebih beda dari Twitter . Semoga berjaya;positif
Brubhew;2;06/07/2023 17.23;Kira2 bakalan banyak iklan sama yang jualan gak sih kedepanya ini aplikasi.?;negatif
H1batullah;5;06/07/2023 17.20;Lumayan..Jauh lebih baik daripada Twittard..;positif
AFyf Murtadlo;5;06/07/2023 17.15;Good;positif
Inno Putra;1;06/07/2023 17.10;Bug langsung di rasakan saat scrool untuk pertama kalinya. Text tidak mengikuti gerakan layar dia hanya diam dan membuat bayangan seperti fps. Dan terus tertumpuk saat membuka jendela lain.;negatif
EYB119;5;06/07/2023 17.09;Keren;positif
Muhammad Rama;5;06/07/2023 17.09;Permainan ini sangat keren seperti anda melihat zuck sedang bertarung dengan elon musk. Alangkah baiknya kalian memilih aplikasi ini untuk mendukung zuck;positif
asnawi tr;5;06/07/2023 17.09;firt komen;positif
Pramana Iswardhani;3;06/07/2023 17.07;Kenapa ya view threads hancur dan numpuk2?;netral
Fiki Bastian R;5;06/07/2023 17.07;Lebih bagus jangan ada embel embel instagram di belakang nama threads. Gunakan kata kunci lain. Biar terkesan sosial media yang berbeda;positif
Fairus shafira audy;4;06/07/2023 17.06;Asikk g ada limit coyy😌;positif
krisdian yulianto;1;06/07/2023 17.06;Masih banyak bug di android;negatif
Iqbal Nursyamsi;5;06/07/2023 17.03;awalnya coba2 eh malah keterusan;positif
Juliman Putra GULO;5;06/07/2023 17.02;Follow Threads Saya Nickname : rrq_juliman;positif
Semi Barani;5;06/07/2023 17.02;Sangat bagus, tidak ada bokep yang merajalela;positif
Sendy Mitra Teknik;1;06/07/2023 17.01;Ketika di scroll langsung nge bag....;negatif
Danu Sasongko;5;06/07/2023 16.58;pertamax;positif
Mohamad Nur Ilham;2;06/07/2023 16.56;Perlu di update lagi sih ini Habis sembunyikan lencana threads di profil instagram masa ga bisa balik lagi... nyesel kecewa;negatif
Papurika;5;06/07/2023 16.55;Aplikasi sangat mantap sangat menggugah selera col-;positif
Jasson;5;06/07/2023 16.54;Twitter ketar ketir;positif
Sofy Amalia;5;06/07/2023 16.52;Di aku kok ngelag yaa, susah buat di gunakan kyk orang2 gtu kenapa bisa ya?;positif
Nelly;5;06/07/2023 16.51;Amazing;positif
Amd Hill;5;06/07/2023 16.50;First;positif
JESSICA GABRIELLA;2;06/07/2023 16.50;aplikasi nya bagus cuma kalau bisa ditambah translate supaya memudahkan;negatif
Ali Akbar;5;06/07/2023 16.48;Kereeennn teruss berinovasi dalam sejarah baru;positif
Android Sistem;3;06/07/2023 16.46;"ngebug gini dah jadi berlayer"" gini teks nya";netral
Rizky McKurty;5;06/07/2023 16.45;Mantapp mas zuck, lawan tuh mars creature dia gk ada apa apanya;positif
Vinden;5;06/07/2023 16.42;Mampua lo elon 😂😂😂;positif
Tredi Hijrah Rezeky;3;06/07/2023 16.42;Apaan, kagak bisa masuk. Kalau akun utamanya aktifkan kode autentikasi dua-faktor. Gak cukup kode yang harus di isi di dalam aplikasi ini!;netral
Ikram Daming;5;06/07/2023 16.41;Wah aplikasinya sangat bagus walau gw belum coba🗿;positif
Mochamad Zacky Septiana;5;06/07/2023 16.41;😭🤘🤘;positif
Sonia Dwiyanti;5;06/07/2023 16.40;🥰 komen pertama;positif
Rumput Alam;4;06/07/2023 16.40;Bagus;positif
CRW TV;5;06/07/2023 16.39;Saingin tuh apk sebelah;positif
Muhammad Haditiya;2;06/07/2023 16.36;Nggak Bisa Di Instal Aplikasinya;negatif
Awesome;4;06/07/2023 16.36;Sudah bagus. Akan tetapi belum bisa translate bahasa inggris dan bahass lainnya ke bahasa Indonesia.;positif
DANANG ZAKARIA TV;4;06/07/2023 16.36;Saran aja kalau bisa kasih fitur edit postingan.. kalau salah ketik caption biar nggak usah hapus posting.. Tp bisa di edit;positif
Gigih BS;1;06/07/2023 16.36;pertama, mulai ngebug 😃;negatif
padi pu;1;06/07/2023 16.34;App nya ngebug;negatif
Vallentina Woisiri;5;06/07/2023 16.34;Mantap;positif
Arz Zee;5;06/07/2023 16.31;So good;positif
Q;5;06/07/2023 16.31;Good, hanya perlu beberapa perbaikan;positif
Ananta Jovan;1;06/07/2023 16.31;Kenapa error yaa klo dipencet suka eror;negatif
Junian Farianto.S;5;06/07/2023 16.29;Good;positif
Zasqia Lastari;5;06/07/2023 16.29;masih dalam masa pengembangan kan? tolong hastag, pinned utas, DM, bookmark disegerakan ya 🙏;positif
FENDIANTO;3;06/07/2023 16.28;Saya menjadi orang indo pertama yang komen disini, Jujur sih masih lebih baikan twitter, disini enak yang udah followersnya gede di instagram karna pengikutnya bakal bisa akses langsung ke sini. Pas buka malah ngang ngong bingung mau ngapain 🤣🤣.;netral
Oka Hachiro;4;06/07/2023 16.26;Masih rame2nya. semoga makin banyak fitur yang ga ada di platform lain.;positif
King Samwa;5;06/07/2023 16.26;Duh twitter kenapa dipegang elon jadi gini, auto pindah threads ini mah;positif
Dodi Irwandi;1;06/07/2023 16.26;Ketika di scroll aplikasi langsung freeze;negatif
Faris;5;06/07/2023 16.26;Keren parah aplikasi nya;positif
Rockzi Gaming;1;06/07/2023 16.26;Kalo sudah tidak ada bug lagi bintang 5;negatif
Syarifuddin 01;4;06/07/2023 16.25;Nomer user threads di bio ig kok gak bisa dimunculin. Gimana si caranya supaya muncul. Permudah dong opsi nya;positif
Kurnia Birdfarm;3;06/07/2023 16.25;Ngebug bg, knapa itu, pdhl udh coba relog tapi tetep ngebug, dari segi lain udh keren tapi itu kok ngebug ada muncul layer tulisan lain, tolong banget di benerin.;netral
Sasa imut;2;06/07/2023 16.23;Keren;negatif
DaryL AlifiaN;5;06/07/2023 16.23;bagus;positif
Nanda Dwi;5;06/07/2023 16.22;Aplikasinya simpel. Bagus dan saya suka.. terimakasih;positif
Dimas 427;5;06/07/2023 16.22;Bagus nih;positif
Rizki Channel;5;06/07/2023 16.22;Keren bagus banyak temen;positif
Farhanpajarudin 2004;5;06/07/2023 16.22;Aplikasi sangat baguss sekalii, saya suka saya suka;positif
Ihsan;5;06/07/2023 16.19;keren banget apps nya, kalau bisa tambahin fitur baru seperti discover/trend, hashtag, penambahan fitur gif dan yang lain ketika upload threads, dan fitur multi-login di aplikasinya;positif
Penta Xentry;5;06/07/2023 16.16;Sip lah;positif
MUHAMMAD BAIHAQI;5;06/07/2023 16.16;Apakah akan trend mengalahkan Twitter?;positif
Kayyisa A. A. K (Kais.);5;06/07/2023 16.13;OK;positif
Kharisma Cellx;1;06/07/2023 16.12;Aplikasinya eror, tulisan bertumpuk-tumpuk dan kabur. Sudah saya download ulang pun hasilnya sama saja;negatif
Ryan Cooper;1;06/07/2023 16.12;Can't save the images from other thread post;negatif
Maharani Desy;1;06/07/2023 16.10;egk sukaa aja sie;negatif
Jarot Rohmiyadi;1;06/07/2023 16.09;Gak asik kudu follow ulang dan add orang orang yang udah ada di Instagram;negatif
Faizal Abdul Aziz;5;06/07/2023 16.09;Bagus, tp ga ada opsi buat simpen foto;positif
Bagas Pratama;5;06/07/2023 16.06;Follow my account : b.g.stam;positif
daaansss r;5;06/07/2023 16.06;kerennn cooo;positif
Johnocen Uxy;5;06/07/2023 16.04;Komentar pertama;positif
Steven Krisna;1;06/07/2023 16.04;The search features are really weaks 👎 can't find topic from the search, can't search images or something, just searching peoples account 👎 this is so boring!;negatif
Will of D.;5;06/07/2023 16.04;All in Mark Zuckerberg coy 😱😱;positif
Anggun M K;3;06/07/2023 16.01;Baru coba sih, ini gimana ya munculin lagi lencana threads yang disembunyikan biar bisa muncul lagi di profil ig? Udah di orak atik nggam bisa muncul lagii.. huuu;netral
fkausarLive dot Org;5;06/07/2023 16.01;Sebagai pengguna twitter, coba dulu ya, belum bisa komen banyak.. mudah - mudahan kedepanyan ini aplikasi tidak terlalu identik dengan Instagram. Harus berubah ke arah yg lebih baru.;positif
Tatia Virgiana;5;06/07/2023 15.59;bagus jg anjayy;positif
Anak Ilang;5;06/07/2023 15.59;aplikasi keren untuk nyindir orang wkwk;positif
Titin Lamusa;5;06/07/2023 15.55;Baru dicoba;positif
Nomade Narif Hazel;1;06/07/2023 15.54;bug di redmi note 8;negatif
Luce;5;06/07/2023 15.54;Fitur translate?;positif
Damita Khalida Nurwan;4;06/07/2023 15.53;So far so good but I feel like it's gonna be so perfect if we can just see people post that we follow without the suggestion crowded in my feed;positif
Tiana;2;06/07/2023 15.53;Kenapa y pas saya buka apk threads kok ngeblur ngeblur.?;negatif
Dimas Fany Prayoga;5;06/07/2023 15.53;nice;positif
Andre ansyah;5;06/07/2023 15.52;The best;positif
Haikal Habibi;4;06/07/2023 15.52;bagusss tp coba ditambahkan fitur trending gituu, psti ada tambah peminat;positif
DANENDRA WAHYU;1;06/07/2023 15.52;Hadehh ada bug nya dikit tapi maklum lah masih baru tapi cepet lah dibenerin;negatif
Ade Padila;5;06/07/2023 15.52;Gua butuh chatingan min minimal ada buat pesan nya lah;positif
Rendy Dyaz Permana;5;06/07/2023 15.51;Keren apk ini;positif
Klee Junior;5;06/07/2023 15.50;Keyennn;positif
Wasiah Ami;5;06/07/2023 15.50;Twitter Killer 🍻;positif
Dani;5;06/07/2023 15.49;Mayan;positif
tarisayoka 36;1;06/07/2023 15.49;kok punya gw kayak eror ya, masak baru daftar masuk, branda di geser kayak tulisan jadi satuuu;negatif
Galan Ashabal Yamin;5;06/07/2023 15.49;Nice, standar komunitasnya diatur,jadinya nih apk gada tuh posting postingan hal yg berbau 4no. Hal-hal yang berbau aktivitas pemalsuan harus diban juga sih.semoga saja ada fitur report ,semoga semakin berkembang aplikasi ini.good job META👍;positif
Es Pop;5;06/07/2023 15.47;bagus bener sih ini;positif
FADHILAH UMAR;4;06/07/2023 15.45;keren;positif
Yoo !;5;06/07/2023 15.44;kemren;positif
Kelvin Candra;5;06/07/2023 15.44;Cara Munculin id threads di bio instagram gimana ??;positif
Noob;5;06/07/2023 15.43;Mantep;positif
M HAQQY;5;06/07/2023 15.42;Bagus, smooth;positif
Zuoran;5;06/07/2023 15.42;"Terima kasih, Instagram. Terima kasih karena telah menghadirkan aplikasi pengganti Twitter yang sudah semakin annoying. Apalagi aplikasi ini terbilang cukup ringan dan UI-nya simple enak dilihat, kesannya fresh. Semoga kedepannya tidak akan ada akun-akun spam jualan barang dan kalaupun ada semoga pihak ""meta"" bisa membasmi akun-akun spam seperti itu. For now, 9/10.";positif
Nova Er;4;06/07/2023 15.41;Segini aja duluu;positif
Aldy Tangka;1;06/07/2023 15.41;fix a glitch please;negatif
Novandi Hidayat;1;06/07/2023 15.40;Tidak bisa melihat siapa yg saya ikuti;negatif
Eka Bayu Frasetyo (Tyo);2;06/07/2023 15.38;Masih banyak bug nya, tulisan nya tertimpa;negatif
シンShin;2;06/07/2023 15.38;Ini kenapa dah baru beberapa jam make aplikasi ini pas lagi milih photo dan klik selesai aplikasinya tiba-tiba keluar sendiri... Jadi susah untuk posting sesuatu;negatif
Unknown;5;06/07/2023 15.37;Lumayan keren;positif
Devina Ayyu Ammara;5;06/07/2023 15.36;Sukaaa;positif
KNIGHT (Bowok);1;06/07/2023 15.36;error;negatif
Cyla Mahrez Family;5;06/07/2023 15.36;Banyak iklannya euy;positif
Jessica Saputro;5;06/07/2023 15.36;🥰🥰;positif
EDWIN Suhar prana jaya;5;06/07/2023 15.36;Tolong dikembangkan;positif
Miraii Dizzerd;3;06/07/2023 15.35;Sejauh ini yaa sejauh ini saya baru menginstall soalnya;netral
rido febriyadi;5;06/07/2023 15.35;Ok;positif
REZA FAHLEVI;5;06/07/2023 15.34;Gatau nyoba aja🗿;positif
YouTube Juni;5;06/07/2023 15.33;gatau iseng aja;positif
