userName;score;content;label
Alifudin Sepaechar Priyantoro;5;Tambahkan seperti di instagram, copas saja, contoh, terjemahan;positif
Suliah Ekayanti;5;Semoga amanah DM nya;positif
Anggi Artha Project Art;1;Layarnya ngelag, gak bisa buka 😭😭;negatif
La Omy La Tua;5;Semoga Aplikasi Ini Bermanfaat Untuk Kita Semua dan Keluarga;positif
Nona Lubis;1;jelek bgt aplikasinya, ngebug bgt padahal baru download;negatif
Nur Hamid Fuadi;5;Orang pertama yang memberi ulasan Threads di Android. Terima kasih Instagram dan Meta sudah memberikan alternatif pilihan lain yang lebih bagus daripada Twitter yang limit limit itu 👀🔥🔥;positif
Aji Maruf;1;Masih ada bug banyak bgt. Baru buka udh layat kek stuttrring;negatif
Papurika;5;Aplikasi sangat mantap sangat menggugah selera col-;positif
HUSEN ALGIFARI;5;Kurang fitur translate nya;positif
muamanah 023;2;Gunanya Aplikasi ini Apa ya? Saya Sebagai Kreator Narasi Film Masih Bingung Penggunaanya??;negatif
Abd Wahidin;5;jadikanlah Al Qur'an sebagai wiradanmu;positif
Ramadhan Nursalim;1;Bug sangatt meresahkan,seketika ig nyatu dengan threads;negatif
Awan Harmawan;1;Aplikasi Sampah tidak berguna, Anti kemanusian,pendukung penjajah dan pembantai anak anak. Tidak sudi saya memakainya.;negatif
Addin Pradana;1;bangke di hp gw ngebug aplikasinga udah coba 2x masih sama;negatif
donna_ xdmaw;5;Bismillah, semoga saya adalah orang Indonesia yang pertama komen karena disini belum ada orang Indonesia komen. Bagus sih apk nya kayak fb tapi ig good lah yaa :);positif
tarisayoka 36;1;kok punya gw kayak eror ya, masak baru daftar masuk, branda di geser kayak tulisan jadi satuuu;negatif
KillerGamer HD;5;Lebih Baik Dari Twitter, Karna tidak ada keterbatasan serta lebih rapi.;positif
Yo Loo;1;Masih ada bug saat scrolling;negatif
Trie Handayani;1;Tidak bisa mengunggah foto. Mohon diperbaiki;negatif
Riky Hasiolan;5;Keren banget, mudah untuk digunakan;positif
HERIANTO;5;Ini keren, baru ditahap awal dan semoga semakin baik lagi di masa depan;positif
rizki setiawan42;1;Bug tulisannya dobel gak bisa digunakan;negatif
nenden amanah;4;Masih 4 sih sejauh ini, gimana kalo d tambah Tranding topik juga?? Biar seruu melek info hehehe...;positif
Dodi Irwandi;1;Ketika di scroll aplikasi langsung freeze;negatif
An Dik;5;Ngak tau main nya yg penting pakai 😭urusan bisa belakang yg penting update 😭;positif
Jefta & Mesakh;2;kenapa pada saat ingin meng-upload foto malah keluar dari aplikasi?;negatif
Nanda Dwi;5;Aplikasinya simpel. Bagus dan saya suka.. terimakasih;positif
Didik Jatmiko;5;Seru juga main Threads. Salam dari @kakdidik13 & @withkakdidik;positif
Muhamad Reyhan;1;terdapat glitch ketika menggunakan mode gelap.;negatif
Gita Ramadani;1;kenapa saat saya ingin melihat orang yang saya ikuti malah tidak bisa, tolong diperbaiki untuk kedepannya;negatif
Rangs Creators;5;Wah, terimakasih telah menciptakan aplikasi Threads! Fitur komunitas yang luar biasa.;positif
Muhammad Ariq Faza;1;Banyak bug tolong di hp realme c2;negatif
Muhamad Alfi Wibowo;5;Gokil Aplikasinya. Mantap mantap Semoga Threads tidak ada limitnya 🗿;positif
Rama 08;1;Aplikasi apa sih pas bukak aplikasi langsung getar getar kek ngebug anjir kek m***k;negatif
SANS;1;Masih banyak bug perbaiki lagi;negatif
Muhammad Ashwar;5;tolong buatkan threadt yang web, supaya orang yang main pc bisa langsung buka threadt. saya mohon 😃;positif
kepo anda;1;bermasalah diandroid banyak bug;negatif
Sana sana;5;Semoga ada fitur penerjemahan otomatis;positif
Rizkia AR;4;Tolong segera kasih fitur terjemah;positif
PuttKeyxx;5;Karena ini masih baru jadi yaah ga papa deh tapi pengen ada DM terus save photo;positif
yoga krisnanda;1;Login aja wajib pakai akun instagram. Ngak praktis dan menyusahkan. Bad;negatif
Hu Joun;1;kenapa error terus layarnya jadi ngeglitch;negatif
Abil;1;Saya kecewa sama aplikasi ini baru download udah eror. Tolong segera di proses dengan cepat;negatif
Gangga Yuba;2;Kalo bisa pemutaran suara langsung saja;negatif
Gilang 11;1;Transisi nya ngebug tulisannya ngblur kaya hp rusak tapi hp gue masih normal;negatif
Nanda Widiantoro;2;Timelinenya masih berantakan tolong diperbaharui;negatif
Sandika Kurniawan;5;tolong adakan fitur translate;positif
Rtr Depok;1;Sulit scroling, tidak lancar;negatif
Ade Padila;5;Gua butuh chatingan min minimal ada buat pesan nya lah;positif
esa resdianto;1;Di android ngebug semua.. begitu scroll kebawah langsung crush ! Bikin sakit mata Apa ini aplikasi hanya untuk ios ?;negatif
Muhammad Bagus;5;Tambah kan fitur simpan foto;positif
Muhammad Ramdhan;1;tolong perbaiki bug nya;negatif
InMyDream;2;Masih tahap beta harap diperbaiki bug yang ada;negatif
Tiara Widya;5;untuk saat ini good, ditunggu fitur dm😅;positif
Hasnarahmadina29;5;baguss lebih banyak fitur dari pada twit;positif
Zainul Arif;1;crash bgt layarnya kek abis kebanting;negatif
KUSWANTORO;2;Saran kalo bisa untuk download fotonya di adakan biar makin enak mau nyimpan;negatif
M Reyhan;4;udah lumayan sih tapi tolong pisahin yg diikuti sama yg publik;positif
Santoni Toni;5;Neh yg baru itu open clous ya masih manual udh di'otomatisin masih gtu ajj aneh 🤦🤦🤦;positif
Khalif Khairi;5;gw lebih demen ui nya ni aplikasi dibanding sebelah, mumpung baru juga yekan;positif
Noni Sepputri;1;Aplikasinya eror. Tolong di perbaiki;negatif
Ditsar Radhin Ghassani;4;Ditambahin multi account kek Instagram, jadi bisa pindah-pindah akun ke akun yang lain;positif
Muhamad Nur Iskandar;1;Bug saat upload foto dan video bersamaan;negatif
Verra Muziyani;5;Tp bosenin ga ada trend, jdi sulit klo mau war antar fans kpop;positif
Oktavina Djuru;1;Udah brp kali hapus download tetap saja masih error;negatif
SYAHRUL_ RIDERMV;5;Lumayan bagus aplikasi ini, harus di perbaiki lagi si harus nya;positif
030.Muhammad Habibbulloh;5;Keren, tapi masih banyak Bug;positif
kong kong;5;sementara ini sih bagus bagus aja, gk tau ya klo kedepannya;positif
Faiz Jingga;5;saya sangat mudah bercerita di platfrom ini , sangat membantu.;positif
Alfan Alfian;1;Ga ada bedanya sm ig, bahkan bagusan ig;negatif
Andra;5;Kalau bisa ada fitur insight seperti di Instagram;positif
Hafizim;2;Untuk home threads nya jangan terlalu banyak memberikan post Dali influenser tapi utamakan untuk post post dari orang yang kita ikuti saja 🙏;negatif
Aisyah;1;Apk ga good, eror, sampe Instagramku gabisa dibuka;negatif
Diah P;1;nge bug mulu gabisa scroll;negatif
yang Maha kuasa;1;Bug tidak bisa dihindari;negatif
Susi Wanti;1;Aku Dowload kenapa Tidak bisa dibuka Aplikasinya Kenapa ya padahak sinyak bagus 😴😴😴;negatif
Aris Susanto;5;Tambahin fitur ukuran font nya;positif
Arif Maulana;5;Aplikasi pembantu dari cabang pengelola instagram ini seperti aplikasi penyaing twitter, tapi ini bebas dalam bersuara pendapat 👍;positif
Ubaidillah Sajad Ashobry;4;Lumayan sih tapi gak ad mode gelap;positif
Abdurrahman Mubarak;5;Tolong jangan ikut-ikutan twitter membiarkan akun-akun atau postingan-postingan berbau pornografi bertebaran, ya. Kalau cuma ikut-ikutan twitter dalam hal seperti itu mending uninstal.;positif
Nabila Varisha;1;Pas mau buka tulisannya msh pembruan, jd tnggu smpai bs d gunain bru d gnti ratingnya;negatif
shyaira alea;2;download ini jadi ga bisa buka ig keluar keluar sendiri;negatif
Thea;1;Please buat lo pada yg mau make fitur baru gua saranin jangan , akun gua hampir ilang krn ni fitur , udh banyak korban juga jdi gua saranin jngb deh;negatif
zakii albuchori;5;keren, tapi kalo rame mantep banget nih;positif
Ilham Riandra;4;Foto nya blm bisa diperbesar;positif
Ecky Rhez17;2;Awalnya bisa post ke beranda instagram kenapa setelah sela waktu 1 hari tidak bisa?;negatif
Nawati Fa'ir;5;Bintangnya segitu dulu, nanti kalo ada perubahan signifikan tambah lagi.;positif
FHILIPUS MERLYLAKA ANUNUT;5;Bolehkah meminta permohonan? Kalau boleh tolong kasih fitur baru yang bisa tahu siapa yang sudah follow dan yang tidak follow back ! Seperti aplikasi sebelah!!;positif
krisdian yulianto;1;Masih banyak bug di android;negatif
Ratu Maha;4;Tolong tambahin fitur translate dong.. Biar bisa tau cowok kpop ku posting tulisan yg artinya apaa😭😭;positif
Gilang Permana;2;Login threads malah logout ig, login ig malah logout threads. Benerin nih;negatif
Muh fajriansyah Iswadi;1;Kita sangat susah melihat orang yang kita follow dan tidak bisa lihat reals kayak di instagram, youtube, Facebook dan tik tok;negatif
Annisa Fitri Yanti;1;kenapa tiba tiba suka keluar sendiri;negatif
Fikri;4;Apk nya sudah bagus tapi kenapa membalas postingan orang komentar kita juga ikut ke posting di profil kita;positif
Zaeni Ahmad;5;Tambahkan fitur voice group, hashtag, kirim gif, serta percantik User Interfacenya, dibuat warna, jangan hitam putih ah, gelep;positif
Fara Nabila;1;bug parah ga bisa di gunain;negatif
Rin Asagawa;1;Bug UI, ui nya saling timpa;negatif
Adi. C;1;Isinya profil centang biru...tapi giliran kita yang minta dipersulit payah META!!;negatif
bhazingan koe;1;Pecah layarnya lag smua;negatif
Jarot Rohmiyadi;1;Gak asik kudu follow ulang dan add orang orang yang udah ada di Instagram;negatif
Dapit Hartono;5;threads luar biasa mirip seperti Twitter, dan bisa memberikan pengalaman sosial media yg luar biasa;positif
RUSDI;4;( impor tautan dari instagram ) tidak bekerja;positif
David ibaadillaahish Sholihin;4;Tolong berikan fitur translate;positif
Fluriote 111;5;Bintang 5 dulu ada bug ntar aing turunin wkkwkwkkwkw;positif
Silver Haruna;5;Perlu di kasih penerjemah bahasa;positif
23_Putu Dinda Sukanadi Pratiwi;2;Benerin user interface dulu gih. Pusing w liatnya, jadi ga betah kan main threads;negatif
Muttaqin 88;1;bug text nya pada numpuk;negatif
Miftahul Ghina;1;Anehh woii Instagram guee malah error keluar teruss jdinya;negatif
Gerrard Farrell;4;Mengapa di fitur aktivitas semua yang follow saya digabungin, saya jadi susah mencari akun yg belum saya followback...;positif
erinfia nur shidqiah;4;Segini dulu, belum terlihat ada yang istimewa;positif
_PwincessChibelle;5;Emmm fungsi threads buat apa sih,tapi bagus bangeddd;positif
Haris Hidayat;1;Download aplikasi ini, Instagram yg malah error wkwk;negatif
Agnicka Azzahraa;1;Aplikasi ini bisa membuat akun Instagram saya keluar sendiri dan hanya bisa memakai Ig lite;negatif
jaembut jaem;1;kenapa gak bisa bikin akun? inimah harus pake akun ig apa apaan? klo orang mau jadi teroris gimana dong? skip👎👎👎👎 tidak teroris friendly;negatif
lana;5;Aplikasinya bagus tapi nggak ada fitur;positif
Dharmantara Elite;1;macet macet jadi hp ku pasrah aplikasi;negatif
Rifqi Afriyanto;5;Lumayan bagus tapi jangan seperti Twitter ya;positif
al khansa;1;baru install layar nge bug ...;negatif
Ryan Jauhari;1;Sering menghapus konten Gue, giliran konten pelanggaran kebijakan tidak pernah dihapus!;negatif
Sora;1;Aku pas buka appnya tiba2 layarny error;negatif
Nuril Fajri;5;Tak kasih bintang full dulu, karena belom coba jd belum bisa review.;positif
Fira Yunita;5;tolong tambahkan fitur penerjemah;positif
Irpan Nursalam;5;Tolong hilangkan agar link tidak terbaca di postingan threads, biar gak di jadikan tempat jualan, give away atau promo youtube dan hal mengganggu lainya...;positif
Hanachiruu;5;Saya bukan mau melaporkan masa sih, tapi saya mau tambah saran. Tolong tambahkan mode tambah akun, mode gelap, dan dm. Terima kasih;positif
Lutfi Roles;1;Tulisannya jadi berantakan ( error);negatif
Isan Blue;1;Kenapa tampilan threads saya menumpuk dan bertabrakan, menjadi sulit untuk dibaca :(;negatif
Abdurrahman;4;Bagus, terus tingkatkan;positif
Faizal Abdul Aziz;5;Bagus, tp ga ada opsi buat simpen foto;positif
Ivan SurJana;4;Sayangnya mau postingan gambar jadi keluar;positif
Nur Halimah;4;Bagus, tp blm ada terjemahan,gw ga ngerti idol gw bikin threads;positif
Mimbaryani Mimbaryani;5;Nggak bisa foto utk di zoomin;positif
G7 P I;5;Lumayan ok lah saling ter-integrasi, karna baru sptnya belum seramai & penuh Drama spt pny nya Om Elon 😁;positif
Aditya Wibowo;1;Bug parah kagak bisa dipake;negatif
Albhet Mulyana;4;Maaf, ini kenapa ya di HP saya kok suka keluar sendiri tapii jarang siii tapi mengganggu banget buat saya.;positif
sudah vaksin;2;tidak ada yang menarik sampai dengan saat ini di threads. Masih kalah sama sebelah. Sorry saya uninstall 😊;negatif
Izaki;1;broken, teks numpuk secara brutal;negatif
Michael alexander / 10;1;Aplikasinya eror buat ngescroll, tolong benerin;negatif
billy lazuardi;5;Lebih mudah dalam pengaplikasiannya;positif
Sa;1;banyak bug, glicht;negatif
aldrian bara;5;bagus, enak, gw kalo post foto keluar sendiri kocak;positif
Stefani Ikrar Ramadhani;1;Kenapa aku harus beri bintang 1? Aku tarik kembali kata2 aku semula... THREADS PLAGIAT SAMA TWITTER 😡🤬 Sudah saya laporkan sebagai ga pantas karena sebagian besar mengalami kehilangan akun bahkan di suspend akun tanpa alasan, mesti ni gara2 apk Threads 👎👎👎 lebih baiknya pake Twitter, asli ga pake suspend akun👎;negatif
Casela Januarsih;5;APLIKASI NYA UDAH BAGUS BANGETTTT, tapi tolong adain translate nya dongg😓😓;positif
Muh Naja;1;blm coba, ini aku lgi download ulang soalnya gbs login anj;negatif
Naura Novalia;4;Mantab, saran saya dikasih terjemahan kak😉;positif
fajar hidayah;4;Kenapa ya tiap saya scroll ke bawah tampilannya bergetar seperni noice pada tv;positif
Dedi Saputra;1;Gak ada terjemahannya 😑;negatif
Afif alzamzami;5;Yg bilang qplikasi nya gak berjalan dengan baik, hp lu nya aja yg kentang cees😁😁;positif
Alpha Zero;2;Masih ada bug wajar baru rilis, pas buka balasan komentar untuk komentar suatu postingan malah keluar apk sendiri;negatif
Eka Bayu Frasetyo (Tyo);2;Masih banyak bug nya, tulisan nya tertimpa;negatif
Aqilla Itsnayn;1;Tiba tiba banyak yang login akun ig pas baru buat akun threads...dan skrng ig ku di hack gbisa balik lgi;negatif
andree lanang;1;Bug parah. Tampilan bayang2..;negatif
Rendimuhfaz;5;Asik semoga makin lama gak makin aneh ya aplikasi yang ini;positif
Yulia Apriani;1;nyontek mulu, masih banyak bug;negatif
Fajar Yuspandi;1;Kenapa GK bisa upload foto malah keluar sendiri;negatif
Play LangkaLicy;1;Kenapa ID-nya di hapus Auto uninstal;negatif
Wahyu;2;males maen ig kirain bisa login pake email selain pake ig;negatif
Bias Diani Riansyah;1;bagus mah bagus, tapi akun w keapus permanen, dasar double fakk;negatif
Zasqia Lastari;5;masih dalam masa pengembangan kan? tolong hastag, pinned utas, DM, bookmark disegerakan ya 🙏;positif
Bella Amelia;2;Di hp saya ko jadi rucek gerak2 yh.. apa kalo d android emang gitu?;negatif
Ridho Adnan;5;App bagus ampe halasa gk bisa ngespam;positif
Awang Aldi;5;Apk baru dirilis kemarin gw masih belum tau apa fungsinya semoga aja membantu 😊🙏🏻;positif
Aleef Zam;4;Sudah bagus, kurang profesional lagi tetapi;positif
Wahid Mustafa Zain;4;Sementara bintangnya segini dulu. Soalnya kebanyakan yang tampil di beranda tuh artis, seleb atau centang biru. Seakan kaya gk ada orang lain aja. Dish;positif
Fitri nuraini;1;kok eror? ngelag gitu, tolong diperbaiki;negatif
retno wulandari;1;Kenapa ya setiap di pake posting foto langsung hank;negatif
mashelmy ellen;1;Aplikasi koplak, Sok nyaingi twiter tapi bikin akun ke hack sama logout sendiri.;negatif
adinda defriani;2;tolong diperbaiki masi ngebug parah;negatif
estevania filya;5;Tak kasih segini, tp harus diupdate biar tmbah keren ya min;positif
Ilyas Pevensie;4;Sementara ga buka dulu, nunggu ada mode gelap baru balik;positif
indry ardiani;1;punyaku kok ngebug aplikasi nya..;negatif
Dina Iriyanda;5;Tolong dong kalau semisal kita mau hapus akun threads nya, akun instagram nya jangan ikut ilangg jugaa, plissss yaaakkk mohon banget ini maahh;positif
GL 123k;2;Mau nanya ini kenapa ya layar hp aku kalau login threads terus di geser getar getar;negatif
ElloStudios Contact;5;Mantap Aplikasinya 👍 Cocok Jadi Pengganti Aplikasi Sebelah 👀;positif
Lila Syapitri;1;Kok saya gak bisa instal ya?udah 3 kali coba gak bisa???;negatif
Emrozi;1;Pas di scroll tampilan jadi tumpang tindih;negatif
Silvia Yuliana;4;Halooo ini ko saya tiba tiba erortapi notif muncul terus;positif
arisky _;2;ketika membuka threads saya terkena render atau bug;negatif
ajstignwn;5;keren banget yang pasti gratis;positif
m indrafirmansyah;5;Maaf cuma kasih saran, lebih enak lagi klo bisa liat liat vidio kaya ig gtu hhe;positif
Nayla Fauziyahr;1;Minimal jangan plekketiplek;negatif
i'm zaa;1;tidak bisa dibuka mentok logo ga guna!;negatif
Dengan Kita Aja Tour & Travel;1;Perlu ada fitur insight, edit postingan & Story;negatif
Stevani Hutagalung;5;bagus sih, tapi lebih bagus lagi kalo ada vitur chat nya/dm;positif
Jilan Sausan Nabilah;1;Pleaeenga bisa di scrolll di hp ku inii,tolong perbaiki;negatif
depth sencor;1;Sangat aggressive mengambil data pengguna ya Bund 😅;negatif
Abraar Adly ghotfan;1;Untuk login tidak bisa berulang kali sudah masukin kata sandi , kata sandi tidak cook;negatif
Arief bani;5;banyakin fitur kurang explore dan hashtag;positif
Cahaya Umbaran;5;Masih baru nyoba, untuk tampilannya bagus sih;positif
Bambang Irawan;1;Kok threads saya macet yaa dan blank tolong diperbaiki;negatif
Furi Fiana;2;Abis download treads,IG jadi eror dan gak bisa dibuka Gimana ini ???;negatif
wan wan;1;baru bikin akun udah di tangguhkan belum jg login lawak aplikasi apaan nih mau nyaingin Twitter? mimpiiiii;negatif
Dwi Vein;1;ngebug pas sekali scroll ke bawah;negatif
Bukan Siapa Siapa;4;Gw beri rating 4 dulu. Kalau makin jelek yaudah kasih rating 2. Klo makin bagus ya kasih 5;positif
Asnan Pamungkas;1;Tidak menarik fiturnya;negatif
Basri Ali;5;Aplikasi nya baguss bgttt, pokoknya the besttt..... 👍🏼👍🏼💯;positif
Maya Nurkasih;5;Masih agak lag tapi baguslah okeeee;positif
ustadz ice bear;4;buat yang ngebug,jgn pake mode gelap yaa;positif
dope boyz;1;Hancur, klu seandainya bisa kirim SS, sy kirim deh kerusakannya. Semuanya menumpuk.;negatif
firman syah;1;qok bergetar yah setelah udah log in;negatif
Faza Nisa;1;Tolong ban yg post foto bugil gtuan, g nyaman;negatif
arthawijaya management;1;aplikasinya suka ngebug gitu min tolong;negatif
Yonatan Hokianto;1;Gabisa discroll, tampilannya patah;negatif
Gery ramdhani;2;Di hp saya bug ga bisa upload foto;negatif
usp 8689;2;Masih sering buat upload foto;negatif
Kevin Gabriel;1;Banyak Bug pada aplikasi;negatif
Zikrullah;4;Ini adalah ya Allah aku sedang Ada ada yang ingin Anda bisa yang ingin saya mua saya bisa adalah follow bisa yang ingin Anda karena ya gan bisa bagus saya mua saya masih;positif
victorstories;1;Tidak ada bagusnya, cm seperti catatan biasa.;negatif
Lukita aprilia;4;Fitur2 nya semoga bisa lebih banyak lagi yaaa;positif
Fauzul Adim;1;Pengen daftar thread app aja masa harus punya ig dulu;negatif
Keluarga Nadia;4;masih uji coba, belum kebiasaan make aplikasi ini..;positif
muhammad hafidh;4;saran kalo bisa ada translate;positif
Shopyan Ashrari;1;Instagram saya terkena bug karna menghubungkan dengan threads;negatif
Eddeh Hogawamah (KIZNAY);5;Ga nyangka banget ada aplikasi sewaw ini trimakasih meta;positif
Aditya Hdie Osrin Ringo;4;Good 👍👍 masukan aja biar di tambahin fitur INBOX SAMA TAG LOKASI AJA;positif
NSofa Fauzi;1;Fitur search burik, cuman bisa search akun, gk bisa search topik atau lainnya . . . . . . . . . . Gua benci Mark Zuckerberg;negatif
Ardini Putri inosya;5;app ini lebih bagus dari twt reckmended bangeet sih;positif
Ogy Nuramin Fattah;5;Aplikasi keren si ini, di era Twitter yg mulai monetisasi 😁;positif
ALIF ADITYA;2;Apk nya kurang aman privasi yg di ambil terlalu bnyk;negatif
Mobile Royale;4;Keren aplikasi ny teruss berkembang dah;positif
mardinata 27;1;Ko ig sya jadi nggak bisa dibuka setelah pake apk ini;negatif
CLOSS WIIL;4;Kak tambain fitur translet, kasian orng yg ngk bisa B.inggris;positif
Husen 99;4;Belum bisa liat kutipan thread, jadi bintang 4 dulu deh. Semoga nanti diupdate ditambahin ya biar bisa lihat kutipan threadnya.;positif
HAKAI;2;ga seru gabisa download foto, trus fotonya burik;negatif
23_0274_Nabil_gustar_ronal;5;Gw download karna mark mau nyaingi elon , dari segi kemanusian mark lebih bagus dibanding elon yang apk twitternya berbayar🗿🗿 🗿;positif
Ridho Rzq;5;Setelah gue pikir matang-matang, ngewibu mulu diusia gue yang udah 17 gak baik buat masa depan gue, dan emang udah harus serius dalam menentukan pilihan hidup. Makasih buat kenangannya, sekarang gue udah memutuskan buat stop ngewibu dan fokus untuk menjadi suami dari Asakura Toru;positif
Airdrop Allert;5;tolong jangan ada iklan;positif
Andrye Andriyan syah;1;Masih di dapatkan bug 😣;negatif
Abdu Rohim Hamdani;5;Baguslah bisa di gunakan dengan baik;positif
Nawfal Hanif;1;Aku ngak mau download threads nanti instagram aku kena blokir jadi nyesal gara gara aplikasi threads ini buat meresahkan 🥺😭👎;negatif
fajar rizqa alhaq;4;masih baru, banyak hal yang belum lengkap/ada;positif
Khansa Sahira;4;Mirip sih sama tw, tapi masih ada yg kurang gitu tapi gpp sih dah bagus kok;positif
Olga Wenda;5;Aplikasi ini sangat bagus,dan aplikasi ini tak seperti twiter;positif
Angelia Putri;1;aplikasi stres udah diilangin lencananya masi aja muncul, jelek jelekin bio gue aja.;negatif
Amalia simorangkir;4;Tolong beri translate pada threads nya saya melihat threads artis korea kesukaan saya,yang pakai hanggul saya gak ngerti🥲🥲🥲🥲🥲🥲;positif
Mery Fitryya;1;Parah sih punyaku malah keluar terus aplikasinya;negatif
Lilis Hotimah [ Nengnong Dinar ];5;Untuk saat ini twitter tetap primadona, masih asing di threads 🤭;positif
Naqialkaff1705;2;Sering keluar² sendiri dari apk🙏😭😭;negatif
Ichsan;1;Lebih bagusan twitter, dan bukan x;negatif
Sandaran Digital;1;Memang sudah tak terawat dan bebas dari jeratan hukum di berbagai tempat deui rebranding di dunia ini yang mana itu adalah engkau lebih baik kak bisa di download di sini adalah engkau;negatif
Candra Nadi Prabowo;5;Ga ngelag ada bug kok, yang ngalamin itu brrt HP nya aja kentang :v;positif
Wanggel 666;4;Kekurangannya gak ada mode gelap;positif
Bri nabire;4;baru belajar;positif
Nita Nurmawati;1;Sangat buruk dan tidak netral 🙄;negatif
Risa Fardhillah;2;"threads whats wrong? aku tidak merasa mengganti sandi ig ku, aku aman-aman aja masuk ke igk. tapi kenapa pas aku buka threads tidak bisa? dan bilang kalau ""pengguna akun telah mengganti sandi"" kalo gini mah maaf-maaf aja mau uninstall ajaa";negatif
LISIN SEMANGAT HIDUP;1;Kurang menarik;negatif
Laily fathya Agnadien;5;Bagus cuman kadang rada ngelag tapi gpp sih wajar soal nya baru;positif
Jeffry Sufianda;1;Apaan dah nih apk, zucc nya ga ngotak kayak standar komunitas facebook.;negatif
Shohibulrizqi (Ngibul gaming);5;Mantap si Mark teruskan sekalian buat game dong;positif
Valle Yellow46;2;Kenapa di beranda random bgt si isinya, orang² yg gak saya follow kok muncul terus?;negatif
Wong Pruwatan;5;Mau cobain aplikasi baru dari meta.. Wong Pruwatan Channel;positif
Aan Akihiko;4;Tolong tombol postingnya dipindahin ke atas plisss🥺;positif
Ashifa zahra;4;aku kasih bintang 4 karena masih instal,moga aja bagus app nya 😋;positif
rafika widya;4;Tolong tambah fitur 'edit' ketika membuat thread, saya anaknya typo banget.;positif
Najwa khairunnisa;5;mohon diberi fitur simpan seperti di instagram;positif
Arfian priwibowo ramadhan;2;Kenapa kalau dibuka masih kresek gitu yah tolong diperbaikan plis 🙏;negatif
Ari Susanto;5;Kemarin baru 1jt yg download, sekarang udah 10jt download, keren Threads;positif
Silvi Maulidini;2;Kasih bintang 2 karena menurut aku aplikasinya kurang bagus;negatif
ahmad fauzan;1;Aplikasi ini sudah tercemar dan tidak netral;negatif
AHMAD HABIBI;1;Ini apk agak laen ku tengok .. kyk apk pinjol ilegal, banyak kali minta izinnya?;negatif
RASYID ARIKI LUHUR PRIBADI;4;Tambahkan fitur Explore dan multi akun;positif
Said Abdullah;5;gass lah, lumayan para buzzer pada bingung;positif
Ani Chandra;4;"Kasih 4 dulu karena di akun threads ku g bisa up foto atau vidio, padahal banyak tmn"" ku ko tetap sepi, apakah karena ngebug?";positif
Fajar Nugraha;1;gak kreatif ikut ikut twitter. Waktu itu ikut ikut tiktok. Gak ada inovasi apa gimana? Come on bikin yang fresh;negatif
Grace Lazarosana;1;Tampilannya nge bug 😭;negatif
Rullz Porenjer Merah;1;Login ny tambahin dari FB kek apa gitu dari Ig doang gw kagak main;negatif
Ayyub DT;1;abis download ini malah gabisa buka ig;negatif
Mart Art.;5;Suka, Karena gak ada fitur DM, jadi bisa menikmati kutipan orang²;positif
NZFKI SATRIAZ;5;Gw gasadar cy 2018 gw kepencet download akhirnya gw cek di play store gw download langsung gw buka;positif
Ryo Linelejan;1;Bikin aplikasi cuma buat ngelatih ai doang;negatif
Editz;5;Tolong berikan sejenis tutorial kegunaan dan cara untuk menggunakan aplikasi ini.. makasih;positif
Wahida Sakur;4;Berasa main twitter. Tapi masih lebih asik twitter 😂😂😂;positif
Denia's channel;1;akun Ig ditangguhkan, nggak tau masalah apa, katanya melanggar peraturan, padahal kerjaku cmn ngelike sama nge scroll. udh banyak korbanny;negatif
Gi Walker;5;Mau nyoba dulu, sekalian mau follow barcateam21, wkwk;positif
Muhammad Adhitya Putra W.;5;Saya sebagai pengguna IG, saya udah mencoba aplikasi ini dari bulan ini✨ Saya suka sama Threads😍 Sukses terus ya Mr Zuck👏👏;positif
rashelda zahra;1;Tolong jangan di jadikan satu notifnya, jadi susah lihat siapa yang belum ke follback;negatif
Sauzan Dewi Kirani;5;bagus, bakal ada au di threads ga ya WKWK;positif
Zendos Tutorial;5;Aplikasi nya bagus gk kyk blue bird;positif
Ilman Ali J.;5;Hebat, perdana launching sudah bisa dipakai oleh seluruh pengguna. 🙏🏻😇;positif
Danny Prasetyo;5;Yang ngebug atau lain2. Hp kurang canggih wkwk;positif
Topan Sopian;1;Lumayan, semoga gak kayak twitter banyak anunya.;negatif
nam fitri16;1;jarang di buka;negatif
Muhammad Rama A;5;lebih better lah bagi pengguna twitter karena di Twitter ada yang bayar kalo scroll itu mknya pada pindah;positif
Endahags12;1;Abis download ini, ig jdi gbs dibuka keluar mulu kenapa woi😭;negatif
Syafrizal Surya Ghani;1;Baru download udah nge bug;negatif
Ananta Jovan;1;Kenapa error yaa klo dipencet suka eror;negatif
raa;1;gmn yh masih eror eror begitu. notifny jga rusak hue;negatif
Nur Soleh;1;Baru download tapi gak bisa masuk, padahal akun Instagram sudah punya, gimana ini?;negatif
You Ell;1;aplikasi sangad la bagus, saya suka saya suka.;negatif
Geti Angela Rosita;5;"keren, cepet"" update fitur deh😍👍🏻";positif
Ninja;1;Apa gunanya mengikuti kalau halaman awal dipenuhi oleh orang-orang yang tidak saya ikuti? Sunggu sangat tidak jelas;negatif
Khoriq Arrofiq;4;Bagusi sih apk nya tapi kagak paham;positif
rifqi nafis;1;Akun IG gua gak bisa dibuka semenjak login threads, bug parah;negatif
Eki Nfzl;4;tambahin lagi fiturnya bang mark;positif
Joko P;5;ini sungguh kerennn;positif
Anggun Kartika;1;Di buka malah glitch layarnya 🙃;negatif
